ID,DISTRICT,UPAZILA_THANA,INST_TYPE,LEVEL_OF_INSTITUTION,EIIN,NAME_OF_INSTITUTION,ADDRESS,POST,MOBAILE,E-mail
467,DHAKA,PALLABI,SCHOOL,SECONDARY ,130882,MIRPUR ADARSHA BIDDANIKETAN,"SECTION.-6, BLOCK -C,ROAD-3&4",MIRPUR,01720180990,
468,DHAKA,PALLABI,SCHOOL,JUNIOR SECONDARY,134002,MIRPUR SHAHEEN SCHOOL,"11-C, AVENUE-5, LANE-6",MIRPUR,01916602900,
469,DHAKA,PALLABI,SCHOOL,SECONDARY ,108172,MIRPUR SHAHID SMIRITI HIGH SCHOOL,"AVE-4/2,6 C PALLABI, DHAKA",MIRPUR,01817104541,
470,DHAKA,PALLABI,SCHOOL,SECONDARY ,108180,MIRPUR UDAYAN SCHOOL,10 D PARISH ROAD,MIRPUR,01712065667,
471,DHAKA,PALLABI,SCHOOL,SECONDARY ,108327,NAHAR ACADEMY HIGH SCHOOL,12-A 5/82 MIRPUR,MIRPUR-12,01552632661,
472,DHAKA,PALLABI,SCHOOL,SECONDARY ,108183,PALLABI MAZEDUL ISLAM MODEL HIGH SCHOOL,"PALLABI, MIRPUR, DHAKA-1216.",MIRPUR,01712825729,
473,DHAKA,PALLABI,SCHOOL,JUNIOR SECONDARY,134015,PREPARATORY GRAMMAR SCHOOL,"HOUSE-11, ROAD-3, BLOCK-A",MIRPUR,01924858459,
474,DHAKA,PALLABI,SCHOOL,SECONDARY ,108168,PROGOTI HIGH SCHOOL,11-C AV-5,MIRPUR,01718160907,
475,DHAKA,PALLABI,SCHOOL,SECONDARY ,108326,RASHID ADARSHA HIGH SCHOOL,"12/D,14/33,35,37",MIRPUR,01817516058,
476,DHAKA,PALLABI,SCHOOL,JUNIOR SECONDARY,134475,RENAISSANCE JUNIOR SCHOOL,9/1 A+B,MIRPUR,01915230817,
477,DHAKA,PALLABI,SCHOOL,SECONDARY ,136583,"RUPNAGAR GOVERNMENT SECONDARY SCHOOL,RUPNAGAR","16,DUYARIPARA, PALLABI",PALLABI,01916569353,
478,DHAKA,PALLABI,SCHOOL,SECONDARY ,108167,SHAHEED ABU TALEB HIGH SCHOOL,"AVE -1, PLOT - 17,18,20",MIRPUR,01914476335,
479,DHAKA,PALLABI,SCHOOL,SECONDARY ,130875,SHAHEED MUKTIJODDHA GIRLS HIGH SCHOOL,18,MIRPUR,01912016366,
480,DHAKA,PALLABI,SCHOOL,SECONDARY ,108195,SULTAN MOLLA ADARSHA HIGH SCHOOL,"MIRPUR SECTION 12 BLOCK DHA, PRA PLOT NO 1",PALLABI,01712038082,
481,DHAKA,PALLABI,SCHOOL,SECONDARY ,108329,UTTAR KALSHI ADARSHA  UCHCHA  BIDDYAPITH,UTTAR KALSHI,MIRPUR,01977458442,
482,DHAKA,PALTAN,SCHOOL,SECONDARY ,108268,GOVT. DHAKA BADHIR HIGH SCHOOL,"62, BIJOY NAGAR",G.P.O,01763530433,
483,DHAKA,RAMNA,SCHOOL,JUNIOR SECONDARY,130879,BAILY PREPERATORY SCHOOL,BAILY SQUARE,SHANTINAGAR,01552465543,
484,DHAKA,RAMNA,SCHOOL,SECONDARY ,108348,BEGUM RAHIMA ADARSHA UCHCHA BALIKA BIDYALAYA,"27/4-A,  TOPKHANA",G.P.O.,01912015661,
485,DHAKA,RAMNA,SCHOOL,JUNIOR SECONDARY,137834,BORO MOGHBAZAR GOVT. PRIMARY SCHOOL,"318, BORO MOGHBAZAR, DHAKA-1217.",SANTINAGAR,01926156989,
486,DHAKA,RAMNA,SCHOOL,JUNIOR SECONDARY,130904,CHHINNA MUKUL PROKALPA,"475, NOYATOLA",SHANTINAGAR,01673140031,
487,DHAKA,RAMNA,SCHOOL,SECONDARY ,108346,ESKATON GARDEN HIGH SCHOOL,"10/B, ESKATON GARDEN ROAD",G.P.O.,01720996614,
488,DHAKA,RAMNA,SCHOOL,JUNIOR SECONDARY,130867,GENIUS ISLAMIC SCHOOL AND COLLEGE,15/9 E MODHUBAG,SHANTI NAGAR,01716409424 / 01819194239,
489,DHAKA,RAMNA,SCHOOL,JUNIOR SECONDARY,130885,LIONS MODEL SCHOOL,"475, NAIATOLA",SHANTINAGAR,01726355200,
490,DHAKA,RAMNA,SCHOOL,SECONDARY ,108343,MAGHBAZAR GIRLS HIGH SCHOOL,"52, SIDDESHWARI ROAD",SANTINAGOR,01924312556,
491,DHAKA,RAMNA,SCHOOL,JUNIOR SECONDARY,130880,MATRICHHAYA RESIDENTIAL CADET SCHOOL,"356/1, MADUBAG",SANTINAGAR,08801919350055,
492,DHAKA,RAMNA,SCHOOL,SECONDARY ,108345,NAZRUL SHIKSHALAYA,210 OUTER CIRCULAR ROAD,SANTINAGOR,01772352141,
493,DHAKA,RAMNA,SCHOOL,SECONDARY ,108344,PROVATI UCHYA BIDYANIKATON,"219, NEW ISKATON",GPO,01981075519,
494,DHAKA,RAMNA,SCHOOL,SECONDARY ,108339,SEGUN BAGICHA HIGH SCHOOL,TOPKAHAN ROAD,G.P.O.,01819442026,
495,DHAKA,RAMNA,SCHOOL,JUNIOR SECONDARY,130900,SHAHID LT. SELIM SHIKSHALAYA,16/K . MODHUBAGH,SANITNAGIR,01799424671,
496,DHAKA,RAMNA,SCHOOL,SECONDARY ,108347,SHAHNOORI MODEL HIGH SCHOOL,"188,NAYATOLA & 303, BORO MOGHBAZAR",SANTINOGOR,01915163721,
497,DHAKA,RAMNA,SCHOOL,SECONDARY ,108342,SIDDHESWARI GIRLS HIGH SCHOOL,30 NEW BAILY ROAD,SANTINAGAR,01755569766,
498,DHAKA,RAMNA,SCHOOL,SECONDARY ,108338,T & T HIGH SCHOOL MAGBAZAR DHAKA  ,MOGHBAZAR,SANTINOGOR,9354858,
499,DHAKA,RAMNA,SCHOOL,JUNIOR SECONDARY,130917,UCEP TYTTE BOTFELDT SCHOOL,475/A NAYATOLA,SHANTI NAGAR,01716338080,
500,DHAKA,RAMPURA,SCHOOL,SECONDARY ,134136,AL-FURQAN ENGLISH HIGH SCHOOL,MOHANAGAR PROJECT ROAD,KHILGAON,01680991942,
501,DHAKA,RAMPURA,SCHOOL,JUNIOR SECONDARY,137772,ELITE IDEAL JUNIOR SCHOOL,"HOUSE-466, BLOCK-B,TALTALA",KHILGAON TALTALA,01715315454,
502,DHAKA,RAMPURA,SCHOOL,JUNIOR SECONDARY,133938,HOLY CRESCENT INTERNATIONAL SCHOOL,"HOUSE-35,BLOCK-B, ROAD-4 BANASREE",KHILGAON,01799338833,
503,DHAKA,RAMPURA,SCHOOL,JUNIOR SECONDARY,108025,KHLED HAIDER MEMORIAL JUNIOR GIRLS HIGH SCHOOL,"29 ULON, PASCHIM RAMPURA",KHILGOAN,0171552295,
504,DHAKA,RAMPURA,SCHOOL,JUNIOR SECONDARY,130913,MAMTAJ IDEAL SCHOOL AND COLLEGE,"HOUSE-12,14,16, ROAD-1, BLOCK F, BANOSREE, RAMPURA",RAMPURA,01711937065,
505,DHAKA,RAMPURA,SCHOOL,SECONDARY ,108063,PURBA RUMPARA HIGH SCHOOL,"91, EAST RAMPARA",KHILGOAN,01917031352,
506,DHAKA,RAMPURA,SCHOOL,JUNIOR SECONDARY,137796,QUALITY LEARNERS' JUNIOR SCHOOL,"314/5, ULAN RAOD, PASCHIM RAMPURA",KHILGAON,01711547471,
507,DHAKA,RAMPURA,SCHOOL,SECONDARY ,108014,RAMPURA EKRAMUNESSA GIRLS HIGH SCHOOL,RAMPURA,KHILGAON,01715530531,
508,DHAKA,RAMPURA,SCHOOL,SECONDARY ,108012,RAMPURA EKRAMUNNESSA HIGH SCHOOL,463 WEST RAMPUR,KHILGAON,01824545145,
509,DHAKA,SABUJBAGH,SCHOOL,SECONDARY ,108371,AHMADBAG ADARSHA HIGH SCHOOL,AHMADBAG,BASABOO,01755700879,
510,DHAKA,SABUJBAGH,SCHOOL,SECONDARY ,108370,AVOY BINODINI HIGH SCHOOL,"24/3, RAJARBAGH",BASHABO,01818254216,
511,DHAKA,SABUJBAGH,SCHOOL,SECONDARY ,108377,BAGANBARI  ADARSHA  HIGH  SCHOOL,130/5-A  BAGANBARI,BASHABOO,01915869812,
512,DHAKA,SABUJBAGH,SCHOOL,SECONDARY ,130892,BASHABO UCHCHA BALIKA BIDYALAYA,49 & 51 MODDO BASHABO,BASHABO,01741729298,
513,DHAKA,SABUJBAGH,SCHOOL,SECONDARY ,108372,DHARMARAJIKA ORPHANAGE RESIDENTIAL HIGH SCHOOL,OTHIS DHIPONKAR ROAD,BASABOO,01673990840,
514,DHAKA,SABUJBAGH,SCHOOL,JUNIOR SECONDARY,130921,KAILGAON LABORATORY HIGH SCHOOL DHAKA,574/C,KHILGAON,01721439263,
515,DHAKA,SABUJBAGH,SCHOOL,SECONDARY ,130912,NATIONAL IDEAL SCHOOL,"PLOTE#01, BLOCK#B, GREEN MODEL TOWN, MANDA, DHAKA ",MANDA,01712231255,
516,DHAKA,SABUJBAGH,SCHOOL,SECONDARY ,108365,SHAHEED ZIA BSABOO HIGH SCHOOL,"72/B, EAST BSABOO",BASABOO,01920975304,
517,DHAKA,SABUJBAGH,SCHOOL,SECONDARY ,107893,TAJ UDDIN ADARSHA HIGH SCHOOL,"ROAD NO-2, DAKSHINGAON",BASABOO,01818734083,
518,DHAKA,RUPNAGAR,SCHOOL,JUNIOR SECONDARY,134082,KABI NAZRUL ACADEMY & HIGH SCHOOL/COLLEGE,"33/35, ROAD-5, DUARIPARA.DHAKA-1216",MIRPUR-2,01686280004,
519,DHAKA,RUPNAGAR,SCHOOL,SECONDARY ,135449,NATIONAL IDEAL HIGH SCHOOL,"HOUSE-K/2, EXTENTION PALLABI",PALLABI,01719677796,
520,DHAKA,RUPNAGAR,SCHOOL,SECONDARY ,108331,RUPNAGAR ADARSHO HIGH SCHOOL,"257,258,259,260, RUPNAGAR TINSHED, 9-10",MIRPUR,01914890536,
521,DHAKA,SHAHJAHANPUR,SCHOOL,SECONDARY ,108582,SHAHID FARUQ IQBAL GIRLS HIGH SCHOOL,"167, MALIBAGH BAZAR ROAD, DHAKA.",SHANTINAGAR,01720010250,
522,DHAKA,SHAHJAHANPUR,SCHOOL,SECONDARY ,108366,SHANTIBAG HIGH SCHOOL,"48,SANTIBAG",SHANTINAGAR,01718583250,
523,DHAKA,SHAH ALI,SCHOOL,SECONDARY ,108178,CHIRIAKHANA BOTANICAL HIGH SCHOOL,"CHIRIAKHANA, SHAHALI, MIRPUR",MIRPUR,01716133688,
524,DHAKA,SHAH ALI,SCHOOL,JUNIOR SECONDARY,137788,DHAKA METROPOLITAN JUNIOR SCHOOL,"CHIRIKHANA ROAD, RAINKHOLA BAZAR, SHAH ALI, MIRPUR",MIRPUR,01817022919,
525,DHAKA,SHAH ALI,SCHOOL,SECONDARY ,130871,HAZRAT SHAH ALI GIRLS HIGH SCHOOL,08,B C SHARIF,01711040839,
526,DHAKA,SHAH ALI,SCHOOL,SECONDARY ,108185,MIRPUR GOVT. HIGH SCHOOL,"1-F 5/20/1 MIRPUR -1, DHAKA-1215",MIRPUR,01918587902,
527,DHAKA,SHAH ALI,SCHOOL,SECONDARY ,108192,MONI KANAN HIGH SCHOOL,"1G STREET 2 SCHOOL 2 PLOT: 4, MIRPUR, DHAKA 1216",MIRPUR,01916946047,
528,DHAKA,SHAH ALI,SCHOOL,SECONDARY ,108198,RAJDHANI GIRLS HIGH SCHOOL,ROAD 1 BLOI-E,MIRPUR,01819154781,
529,DHAKA,SHAH ALI,SCHOOL,SECONDARY ,134714,SAMOTA MODEL HIGH SCHOOL,BLOCK-B/1,MIRPUR,01630950813,
530,DHAKA,SHAH ALI,SCHOOL,SECONDARY ,108169,WALK UP HIGH SCHOOL,DARUSSALAM,MIRPUR,01670337586,
531,DHAKA,SHAHBAGH,SCHOOL,SECONDARY ,108341,NILKHET HIGH SCHOOL,SONARGAON ROAD,G.P.O.,01552309625,
532,DHAKA,SHYAMPUR,SCHOOL,SECONDARY ,108467,BANGLADESH BANK ADARSHA HIGH SCHOOL,HARICHARAN RAI ROAD,FARIDABAD,01678170172,
533,DHAKA,SHYAMPUR,SCHOOL,SECONDARY ,108466,DHAKA COTTON MILL ADARSHA HIGH SCHOOL," 47/48/A- NABIN CHANDRA GOSWAMI ROAD,POSTOGOLA",FARIDABAD,01920801388,
534,DHAKA,SHYAMPUR,SCHOOL,JUNIOR SECONDARY,133926,DHAKA IDEAL SCHOOL,"22, KARIMULLARBAGH",FARIDABAD,01712549206,
535,DHAKA,SHYAMPUR,SCHOOL,JUNIOR SECONDARY,137936,DOLAIR-PAR GOVT. PRIMARY SCHOOL,8 NO. DOLAIR-PAR,GENDARIA,01918000643,
536,DHAKA,SHYAMPUR,SCHOOL,SECONDARY ,108468,DOLAIRPAR HIGH SCHOOL,"7,WEST DOLAIRPAR",FARIDABAD,01819602964,
537,DHAKA,SHYAMPUR,SCHOOL,SECONDARY ,108499,FARDABAD HIGH SCHOOL,"15 NO. HARICHARAN ROY ROAD, FARIDABAD,DHAKA.",FARIDABAD,01815448631,
538,DHAKA,SHYAMPUR,SCHOOL,SECONDARY ,133983,HAZERA HIGH SCHOOL,"277, ALAMBAG",FARIDABAD,01917384580,
539,DHAKA,SHYAMPUR,SCHOOL,SECONDARY ,137000,"JURAIN SHEIKH KAMAL GOVT. HIGH SCHOOL, DHAKA",299 PASCHIM JURAIN,FARIDABAD,01912699083,
540,DHAKA,SHYAMPUR,SCHOOL,SECONDARY ,108476,NATUN JURAIN K.M. MAINUDDIN HIGH SCHOOL,152/1,FARIDABAD,01919881274,
541,DHAKA,SHYAMPUR,SCHOOL,JUNIOR SECONDARY,130914,UCEP R.K. CHOWDHURY SCHOOL,SHYAMPUR,FARIDABAD,01816364661,
542,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL,SECONDARY ,108242,AGARGAON ADARSHA HIGH SCHOOL,BEGUM ROKEYA SORONEY,SHER-E-BANGLA NAGAR,01915772148,
543,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL,JUNIOR SECONDARY,135947,AVA ADVANCED EDUCARE INTERNATIONAL SCHOOL,114 DAKHIN KAFRUL,KAFRUL,01711660350,
544,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL,SECONDARY ,107960,DHANMONDI GOVT BOYS HIGH SCHOOL,MIRPUR ROAD,MOHAMMAD PUR,01552307272,
545,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL,SECONDARY ,108519,GANOBHABAN GOVT. HIGH SCHOOL,SHER-E-BANGLA NAGAR,MOHAMMADPUR,01716714786,
546,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL,JUNIOR SECONDARY,137599,GLOBAL JUNIOR SCHOOL,248/1/A-1,SHER-E-BANGLANAGAR,01678780001,
547,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL,SECONDARY ,108044,HALIM FOUNDATION MODEL HIGH SCHOOL,"188,WEST KAFRUL,TALTALA,DHAKA-1207.",MOHAMMADPUR,01611391567,
548,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL,SECONDARY ,108234,NEW MODEL MULTILATERAL HIGH SCHOOL,MIRPUR,MOHAMMADPUR,01791477104,
549,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL,SECONDARY ,108521,RAJDHANI HIGH SCHOOL,2 SHER-E-BANGLA NAGAR,MOHAMMAD PUR,01745667762,
550,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL,SECONDARY ,108226,SUKRABAD HIGH SCHOOL,"36/1,SUKRABAD",MOHAMMADPUR,01552342224,
551,DHAKA,SUTRAPUR,SCHOOL,SECONDARY ,108490,DHAKA CENTRAL GIRLS HIGH SCHOOL,15 LAXIBAZAR,DHAKA SADAR,01732170698,
552,DHAKA,SUTRAPUR,SCHOOL,SECONDARY ,108492,DHAKA GOVT. MUSLIM HIGH SCHOOL,"88,SHABAS BUAS AVENEW",DHAKA SHADOR,01799783323,
553,DHAKA,SUTRAPUR,SCHOOL,JUNIOR SECONDARY,134394,FELICITY EDUCATION CENTRE,47/2 SHOTIS SARKAR ROAD,GENDARIA,01674003925,
554,DHAKA,SUTRAPUR,SCHOOL,JUNIOR SECONDARY,137147,GANDARIA MOHILA SOMITY GOVT. PRIMARY SCHOOL,"17, DINONATH SEN ROAD",GANDARIA,01915972867,
555,DHAKA,SUTRAPUR,SCHOOL,SECONDARY ,108484,GRADUATES HIGH SCHOOL," 40,TIPU SULTAN ROAD",DHAKA SADAR,01712663139,
556,DHAKA,SUTRAPUR,SCHOOL,SECONDARY ,108486,ISLAMIA GOVT. HIGH SCHOOL,"1 MUNICIPAL STREET, LUXMI BAZAR",DHAKA-1100,01726501430,
557,DHAKA,SUTRAPUR,SCHOOL,JUNIOR SECONDARY,130745,KHUDE PANDITDER PATHSHALA,"7/1, RANGKIL STRITE",WARI,01711529348,
558,DHAKA,SUTRAPUR,SCHOOL,SECONDARY ,108496,ROKANPUR GIRLS HIGH SCHOOL,50 NO PANCH VAI GHAT LEN,DHAKA SADAR,01671693625,
559,DHAKA,SUTRAPUR,SCHOOL,SECONDARY ,108491,SILVER DALE PREPARATORY & GIRLS HIGH SCHOOL,36/3 RANKIN STREET,WARI,01819159104,
560,DHAKA,SUTRAPUR,SCHOOL,SECONDARY ,108497,ST. GREGORY'S HIGH SCHOOL,"82, LUXMIBAZAR",DHAKA SADAR,01723653748,
561,DHAKA,SUTRAPUR,SCHOOL,SECONDARY ,108489,ST.FRANCIS XAVIER'S GIRLS HIGH SCHOOL,86/87 SUVASH BOSH EVEUNEW,DHAKA SADAR,01714407233,
562,DHAKA,SUTRAPUR,SCHOOL,SECONDARY ,108504,TIKATULI KAMRUNNESA GOVT.GIRLS HIGH SCHOOL SUTRAPUR,25 AVOY DAS LEN,WARI,0155243088,
563,DHAKA,SUTRAPUR,SCHOOL,SECONDARY ,108493,WARI HIGH SCHOOL,WARI,WARI (DHAKA-1203),01712009764,
564,DHAKA,TEJGAON,SCHOOL,SECONDARY ,108515,BOTTOMLEY HOME GIRLS HIGH SCHOOL,3 TEJKUNIPARA,TEJGOAN,01778265955,
565,DHAKA,TEJGAON,SCHOOL,SECONDARY ,108517,CIVIL AVIATION HIGH SCHOOL ,OLD AIRPORT ROAD,TEJGAON,01727497344,
566,DHAKA,TEJGAON,SCHOOL,JUNIOR SECONDARY,134453,DHAKA PRE CADET AND HIGH SCHOOL,"39,35 EAST TEJTURY BAZAR",TEJGAON,01819264491,
567,DHAKA,TEJGAON,SCHOOL,SECONDARY ,108516,GOVT. SCIENCE  COLLEGE  ATTACHED HIGH SCHOOL,34/B OLD MYMENSING ROAD,TEJGAON,01913775620,
568,DHAKA,TEJGAON,SCHOOL,SECONDARY ,130757,HOLY CROSS GIRLS HIGH SCHOOL,1 NO. HOLY CROSS COLLEGE ROAD.TEJGAON. DHAKA -1215,TEJGAON,01715087095,
569,DHAKA,TEJGAON,SCHOOL,SECONDARY ,108520,TEJGAON GOVT. GIRL'S HIGH SCHOOL,80NO KAZI NAZRUL ISLAM,TEJGAON,01759966776,
570,DHAKA,TEJGAON,SCHOOL,SECONDARY ,108522,TEJGAON GOVT. HIGH SCHOOL,"42,PURBA TEJTURI BAZAR",TEJGAON,01819506066,
571,DHAKA,TEJGAON,SCHOOL,SECONDARY ,108529,TEJGAON MODEL HIGH SCHOOL,TEJKUNIPARA,TEJGAON,01712103041,
572,DHAKA,TEJGAON IND. AREA,SCHOOL,SECONDARY ,108525,B G PRESS HIGH SCHOOL,370-371,DPI DHAKA,01816216608,
573,DHAKA,TEJGAON IND. AREA,SCHOOL,JUNIOR SECONDARY,134014,DHAKA IDEAL SCHOOL,"237/A, EAST, NAKHALPARA",NAKHALPARA,01716800300,
574,DHAKA,TEJGAON IND. AREA,SCHOOL,SECONDARY ,108528,NAKHALPARA HOSSAIN ALI HIGH SCHOOL,"225, EAST NAKHALPARA",TEJGAON,01732640260,
575,DHAKA,TEJGAON IND. AREA,SCHOOL,SECONDARY ,108526,GOVT. SHAHEED MONU MIAH HIGH SCHOOL,348/C TEJGAON C/A,TEJGAON,01731920293,
576,DHAKA,TEJGAON IND. AREA,SCHOOL,JUNIOR SECONDARY,137150,TEJGAON SHILPO ELAKA GOVT. PRIMARY SCHOOL,TEJGAON,POLYTECHNIC,01716580241,
577,DHAKA,TURAG,SCHOOL,SECONDARY ,134106,ABDULLAH MEMORIAL HIGH SCHOOL,BAUNIA,BADALDI,01745106111,
578,DHAKA,TURAG,SCHOOL,SECONDARY ,134639,ALHERA KINDER GARTEN,BAMBARTEC,NISHATNAGAR,01915822937,
579,DHAKA,TURAG,SCHOOL,SECONDARY ,108196,BAUNIA ABDUL JALIL HIGH SCHOOL,BAUNIA,DHAKA CANTONMENT,01718165814,
580,DHAKA,TURAG,SCHOOL,JUNIOR SECONDARY,135527,CHILD HEAVEN INTERNATIONAL SCHOOL,SIRAJMARKET(RANABHOLA),NISHATNAGAR,01716203167,
581,DHAKA,TURAG,SCHOOL,JUNIOR SECONDARY,137462,DHOUR GOVT. PRIMARY SCHOOL,DHOUR,NISHATHNAGAR,01778820526,
582,DHAKA,TURAG,SCHOOL,SECONDARY ,108552,"DIABARI ADARSHA HIGH SCHOOL,TURAG",DIABARI,NISHAT NAGAR,01718559294,
583,DHAKA,TURAG,SCHOOL,JUNIOR SECONDARY,133944,"DIABARI MODEL HIGH SCHOOL,TURAG","79,DIABARI, DIABARI MAIN ROAD,DIABARI BAZAR.",NISHATNAGAR,01819135940,
584,DHAKA,TURAG,SCHOOL,JUNIOR SECONDARY,134434,IDEAL KINDERGARTEN AND HIGH SCHOOL,"HOUSE NO- 03, ROAD NO- 02,BLOCK - C,WARD - 3 ",NISHATNAGAR,01789170001,
585,DHAKA,TURAG,SCHOOL,SECONDARY ,135230,ISRAIL MAZUMDER HIGH SCHOOL,"HOUSE # 7/1 , ROAD # 6/A,(NEAR),SECTOR5, DOLIPARA,",UTTARA 3RD SECTOR,01925069544,
586,DHAKA,TURAG,SCHOOL,SECONDARY ,136112,M.A AWAL MODEL SCHOOL,KAMARPARA,NISHATNAGAR,01715069169,
587,DHAKA,TURAG,SCHOOL,JUNIOR SECONDARY,134690,MORNING SUN KINDER GARTEN,RAZABARI,NISHATNAGAR,01922613070,
588,DHAKA,TURAG,SCHOOL,SECONDARY ,134089,STERLING KINDERGARTEN AND HIGH SCHOOL,BAUNIA,BADALADI,01799797770,
589,DHAKA,UTTARA  PASCHIM,SCHOOL,JUNIOR SECONDARY,134230,"CENTRAL SCHOOL, UTTARA","HOUSE-41, ROAD-04",UTTARA,01915992653,
590,DHAKA,UTTARA  PASCHIM,SCHOOL,JUNIOR SECONDARY,136975,KHOINKUTI WELFARE SCHOOL,"HOUSE-44, SONARGAON JANAPAD ROAD, SECTOR-9, UTTARA",UTTARA,01712229329,
591,DHAKA,UTTARA  PASCHIM,SCHOOL,JUNIOR SECONDARY,108553,RAJUK  UTTARA  IDEAL  HIGH  SCHOOL,"SECTOR NO- 13,   ROAD NO- 11,    PLOT NO-29/A ,",UTTARA,01819100683,
592,DHAKA,UTTARA  PASCHIM,SCHOOL,JUNIOR SECONDARY,134411,SHAHEEN SCHOOL,"HOUSE-15,ROARD-3,SECTOR-11,UTTARA",UTTARA,01976333888,
593,DHAKA,UTTARA  PASCHIM,SCHOOL,JUNIOR SECONDARY,134582,TANJIMUL UMMAH SCHOOL,"HOUSE # 52, ROAD # 01, SECTOR # 12, UTTARA, DHAKA.",UTTARA,01712203784,
594,DHAKA,UTTARA  PASCHIM,SCHOOL,SECONDARY ,135454,TOUCHSTONE SCHOOL AND COLLEGE,"HOUSE-12, ROAD-02, SECTOR-10",UTTARA,01971360000,
595,DHAKA,UTTARA  PASCHIM,SCHOOL,JUNIOR SECONDARY,134083,UTTARA LABORATORY HIGH SCHOOL,"HOUSE-74, ROAD-19, SECTOR-14",UTTARA,01715090312,
596,DHAKA,UTTARA,SCHOOL,SECONDARY ,108542,ARMED POLIC BATTALION HIGH SCHOOL,A P BN COMPLEX,UTTARA,01553143536,
597,DHAKA,UTTARA,SCHOOL,JUNIOR SECONDARY,137345,AZAMPUR GOVT. PRIMARY SCHOOL,"24/B,ROAD-12,SECTOR-6",UTTARA,01816616096,
598,DHAKA,UTTARA,SCHOOL,SECONDARY ,108541,B H B F C IDEAL HIGH SCHOOL,ALWAUL AVINIU,UTTARA,01718736540,
599,DHAKA,UTTARA,SCHOOL,JUNIOR SECONDARY,134442,EMERSION JUNIOR SCHOOL,NISHAT NAGAR,NISHATH NAGAR,01670278988,
600,DHAKA,UTTARA,SCHOOL,SECONDARY ,108547,MALEKABANU  ADARSHA  BIDYANIKETAN,"ROAD NO :5/C, SECTOR- 08, UTTARA, DHAKA-1230",UTTARA,01715833133,
601,DHAKA,UTTARA,SCHOOL,JUNIOR SECONDARY,131521,MOON PUBLIC SCHOOL,"HOUSE-6,ROAD-7,SECTOR-4",UTTARA,01819250082,
602,DHAKA,UTTAR KHAN,SCHOOL,SECONDARY ,134536,B.B.M. HIGH SCHOOL,UTTARKHAN,UTTARKHAN,01715962155,
603,DHAKA,UTTAR KHAN,SCHOOL,SECONDARY ,133892,BAOTHER MOMESA BEGUM HIGH SCHOOL,BAOTHER,KACHKURA,"01710921924, 01711526829",
604,DHAKA,UTTAR KHAN,SCHOOL,SECONDARY ,107844,BELAYAT HOSSAIN ADARSA HIGH SCHOOL,RAJABARI(ATIPARA) P.O. UTTARKHAN MAZAR. DHAKA.,UTTARKHAN MAZAR,01731574081,
605,DHAKA,UTTAR KHAN,SCHOOL,JUNIOR SECONDARY,138138,KANCHKURA GOVT. PRIMARY SCHOOL,KANCHKURA,KANCHKURA,01854373581,
606,DHAKA,UTTAR KHAN,SCHOOL,SECONDARY ,108550,KANCHKURA HGIH SCHOOL,KANCHKURA,KACHKURA,01740974422,
607,DHAKA,UTTAR KHAN,SCHOOL,JUNIOR SECONDARY,130932,KANCHKURA PROVATI KG AND HIGH SCHOOL,KANCHKURA,KANCHKURA,01716867281,
608,DHAKA,UTTAR KHAN,SCHOOL,SECONDARY ,108548,MAINERTAK HIGH SCHOOL,MAINARTEK,UZAMPUR,01715838451,
609,DHAKA,UTTAR KHAN,SCHOOL,SECONDARY ,108539,UTTAR KHAN UNION M H SCHOOL,UTTAR KHAN,UTTARKHAN HIGH SCHOOL,01716819994,
610,DHAKA,UTTAR KHAN,SCHOOL,SECONDARY ,108546,UTTARKHAN COLLEGIATE SCHOOL,384/1UTTARKHAN,MAZAR,01728142993,
611,DHAKA,UTTAR KHAN,SCHOOL,SECONDARY ,137729,UTTARKHAN GOVT. SECONDARY SCHOOL, UTTARKHAN,UTTARKHAN,01715193574,
612,DHAKA,WARI,SCHOOL,SECONDARY ,108495,DAKKHIN MUSENDI GIRLS HIGH SCHOOL,154 LALMOHAN  SHAHA STREET,DHAKA SADAR,01914873388,
613,DHAKA,WARI,SCHOOL,SECONDARY ,108502,MITALI BIDYAPITH HIGH SCHOOL,"72 SHAMIBAG, DHAKA",WARI,01557376186,
614,DHAKA,WARI,SCHOOL,SECONDARY ,108487,NAWABPUR GOVT HIGH SCHOOL,"34,34/1,35-38 KAPTAN BAZAR",WARI,01715247110,
615,DHAKA,WARI,SCHOOL,SECONDARY ,134173,RAMAKRISHNA MISSION HIGH SCHOOL,"27, R .K. MISSION ROAD, GOPIBAG ,DHAKA-1203",WARI,01715072666,
616,DHAKA,WARI,SCHOOL,SECONDARY ,108503,SHAHEED NABI HIGH SCHOOL,"11.MURAD SARAK(OVAY DAS LANE), TIKATULI,DHAKA-1203",WARI,01716372407,
617,DHAKA,WARI,SCHOOL,SECONDARY ,108483,SHAHEED SMRITI HIGH SCHOOL,"31,MOHAJON PUR LANE",DHAKA SADAR,01556319294,
